Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Battery / Mileage,Notable Features,Price Min (Lakh),Price Max (Lakh),Price Avg (Lakh),Is EV,Fuel Type Clean
Mercedes,A-Class,2015,Hatchback,Diesel,18,3.50 - 8.50,19838,27.3 kmpl,"Airbags, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, Sunroof, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Diesel
Mercedes,A-Class,2016,Hatchback,Petrol,25,3.50 - 8.50,14274,19.2 kmpl,"ADAS, ESC, Ventilated Seats, Cruise Control, Power Windows, Sunroof, Android Auto, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Kia,Seltos,2022,Compact SUV,Diesel,13,7.00 - 18.00,6899,20.5 kmpl,"ABS, TPMS, EBD, Cruise Control, AC, Sunroof, Power Windows, Connected Car, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
BYD,Atto 3,2015,Hatchback,Petrol/Diesel,20,3.50 - 8.50,10188,19.2 kmpl,"Airbags, ABS, Cruise Control, Touchscreen, AC, Sunroof, Apple CarPlay, Wireless Charging, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol/Diesel
Volkswagen,Virtus,2019,MPV,Petrol,22,8.00 - 20.00,4839,19.7 kmpl,"ADAS, EBD, Sunroof, Touchscreen, AC, Ventilated Seats, Power Windows, Connected Car",8.0,20.0,14.0,ICE/Hybrid,Petrol
Mahindra,XUV 700,2018,Sedan,Petrol/CNG,17,6.00 - 15.00,4729,25.6 kmpl,"Airbags, EBD, Touchscreen, AC, Cruise Control, Sunroof, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Citroen,C3,2017,Compact SUV,Petrol,6,7.00 - 18.00,10054,23.6 kmpl,"360 Camera, TPMS, ESC, ABS, Sunroof, AC, Touchscreen, Leather Seats, Power Windows, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
BYD,Atto 3,2016,Sedan,Diesel,25,6.00 - 15.00,7596,19.8 kmpl,"ADAS, ABS, Touchscreen, Sunroof, Ventilated Seats, Leather Seats, Cruise Control, Android Auto, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Diesel
Citroen,C3,2017,Compact SUV,Petrol,19,7.00 - 18.00,6246,15.8 kmpl,"EBD, ABS, Airbags, TPMS, Touchscreen, Leather Seats, Cruise Control, Ventilated Seats, AC, Apple CarPlay, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Kia,Carens,2017,SUV,Diesel,12,10.00 - 30.00,4811,26.9 kmpl,"TPMS, ADAS, AC, Touchscreen, Leather Seats, Cruise Control, Wireless Charging, HUD",10.0,30.0,20.0,ICE/Hybrid,Diesel
Hyundai,Aura,2018,SUV,Petrol,11,10.00 - 30.00,5750,18.6 kmpl,"360 Camera, Airbags, ESC, Hill Hold, Ventilated Seats, Power Windows, Cruise Control, AC, HUD, Apple CarPlay, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
Lexus,NX,2015,SUV,Petrol,21,10.00 - 30.00,5146,23.6 kmpl,"ABS, TPMS, Hill Hold, Airbags, Ventilated Seats, AC, Power Windows, Sunroof, Touchscreen, Wireless Charging, Voice Control, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2022,Electric SUV,Petrol/CNG,22,12.00 - 25.00,2394,20.4 kmpl,"Airbags, ADAS, Sunroof, Leather Seats, Cruise Control, Power Windows, Ventilated Seats, Apple CarPlay, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol/CNG
Honda,City,2022,SUV,Diesel,21,10.00 - 30.00,2641,25.6 kmpl,"EBD, ABS, Sunroof, Power Windows, Leather Seats, Android Auto, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Diesel
Citroen,C5 Aircross,2021,Sedan,Petrol/CNG,18,6.00 - 15.00,8970,23.5 kmpl,"360 Camera, ABS, ADAS, TPMS, Ventilated Seats, AC, Leather Seats, Power Windows, Sunroof, Android Auto, Wireless Charging, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Kia,Carens,2016,Hatchback,Petrol,19,3.50 - 8.50,10754,24.7 kmpl,"ESC, ADAS, Sunroof, Cruise Control, Leather Seats, Wireless Charging, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mahindra,Bolero,2022,Compact SUV,Petrol/CNG,13,7.00 - 18.00,10601,24.0 kmpl,"ABS, EBD, 360 Camera, Ventilated Seats, Leather Seats, AC, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Audi,Q3,2018,Sedan,Electric,17,7.20 - 19.50,6688,353 km range,"EBD, ESC, Hill Hold, AC, Touchscreen, Cruise Control, Voice Control, Connected Car, Apple CarPlay",7.2,19.5,13.35,EV,EV
Kia,Seltos,2015,Electric SUV,Petrol,11,12.00 - 25.00,2137,23.7 kmpl,"360 Camera, ABS, Leather Seats, Power Windows, Ventilated Seats, Apple CarPlay",12.0,25.0,18.5,ICE/Hybrid,Petrol
Honda,Amaze,2021,Electric Hatchback,Petrol,20,6.00 - 12.00,4493,16.2 kmpl,"360 Camera, ESC, ABS, Cruise Control, Power Windows, Ventilated Seats, Touchscreen, HUD, Connected Car, Voice Control",6.0,12.0,9.0,ICE/Hybrid,Petrol
Hyundai,Exter,2020,MPV,Petrol,18,8.00 - 20.00,6389,19.2 kmpl,"Hill Hold, TPMS, ABS, AC, Cruise Control, Touchscreen, Connected Car, HUD",8.0,20.0,14.0,ICE/Hybrid,Petrol
Hyundai,Venue,2016,Compact SUV,Petrol,6,7.00 - 18.00,11673,22.8 kmpl,"Airbags, 360 Camera, TPMS, ABS, Cruise Control, AC, Ventilated Seats, Leather Seats, Sunroof, Android Auto, HUD, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Nissan,Kicks,2021,Compact SUV,Petrol,17,7.00 - 18.00,6003,22.3 kmpl,"Airbags, ESC, ADAS, Touchscreen, AC, Leather Seats, Power Windows, HUD, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
MG,Astor,2016,Compact SUV,Petrol,19,7.00 - 18.00,6331,24.1 kmpl,"ADAS, Hill Hold, Ventilated Seats, Power Windows, AC, Touchscreen, Cruise Control, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Toyota,Urban Cruiser,2020,Hatchback,Petrol,13,3.50 - 8.50,16895,16.2 kmpl,"360 Camera, TPMS, Touchscreen, AC, Sunroof, Power Windows, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mahindra,Scorpio,2018,SUV,Petrol/CNG,24,10.00 - 30.00,5500,22.3 kmpl,"ESC, Hill Hold, 360 Camera, TPMS, Leather Seats, Ventilated Seats, Power Windows, Touchscreen, Apple CarPlay, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol/CNG
Kia,Carens,2020,Compact SUV,Electric,12,8.40 - 23.40,9649,201 km range,"360 Camera, TPMS, ABS, Airbags, Leather Seats, AC, Ventilated Seats, HUD",8.4,23.4,15.899999999999999,EV,EV
MG,Comet EV,2020,Hatchback,Petrol,20,3.50 - 8.50,14447,18.6 kmpl,"Airbags, Hill Hold, ABS, EBD, Leather Seats, Cruise Control, Power Windows, AC, Ventilated Seats, Connected Car, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
BMW,3 Series,2016,Sedan,Petrol,16,6.00 - 15.00,11344,17.0 kmpl,"ABS, Hill Hold, Airbags, TPMS, Cruise Control, Sunroof, Ventilated Seats, Power Windows, Android Auto, Connected Car, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Nissan,Kicks,2020,SUV,Petrol,6,10.00 - 30.00,2894,23.6 kmpl,"ABS, EBD, Ventilated Seats, Touchscreen, Sunroof, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
Hyundai,Exter,2018,Sedan,Petrol/CNG,2,6.00 - 15.00,10739,26.5 kmpl,"ESC, ABS, Cruise Control, Sunroof, Power Windows, Touchscreen, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Force,Gurkha,2018,Hatchback,Petrol,5,3.50 - 8.50,18941,16.8 kmpl,"Airbags, EBD, Leather Seats, Touchscreen, Sunroof, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2015,SUV,Diesel,8,10.00 - 30.00,3389,21.6 kmpl,"ADAS, ABS, Airbags, Ventilated Seats, Touchscreen, Power Windows, Apple CarPlay, Connected Car, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Diesel
Honda,WR-V,2019,Compact SUV,Petrol,16,7.00 - 18.00,10740,19.3 kmpl,"Hill Hold, ADAS, ESC, Power Windows, Leather Seats, Ventilated Seats, Cruise Control, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
BMW,2 Series,2015,MPV,Petrol,22,8.00 - 20.00,4997,17.2 kmpl,"Airbags, ABS, ADAS, 360 Camera, Sunroof, AC, Ventilated Seats, Touchscreen, Cruise Control, Voice Control, Wireless Charging",8.0,20.0,14.0,ICE/Hybrid,Petrol
Kia,Seltos,2016,Compact SUV,Petrol,21,7.00 - 18.00,14195,20.0 kmpl,"ESC, 360 Camera, Hill Hold, Airbags, Ventilated Seats, Sunroof, Power Windows, Touchscreen, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Tata,Punch,2016,Compact SUV,Diesel,19,7.00 - 18.00,11208,26.4 kmpl,"ADAS, Hill Hold, 360 Camera, Power Windows, Cruise Control, Sunroof, Ventilated Seats, Voice Control, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Diesel
BMW,X1,2016,SUV,Petrol,5,10.00 - 30.00,4571,21.2 kmpl,"ADAS, ESC, Hill Hold, TPMS, AC, Sunroof, Touchscreen, Cruise Control, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Skoda,Superb,2022,Compact SUV,Petrol,10,7.00 - 18.00,13174,23.4 kmpl,"ESC, ADAS, ABS, EBD, Sunroof, AC, Leather Seats, Ventilated Seats, Cruise Control, HUD, Voice Control, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mahindra,Bolero,2019,Hatchback,Petrol,12,3.50 - 8.50,9764,24.3 kmpl,"ADAS, 360 Camera, Hill Hold, Power Windows, Cruise Control, AC, Leather Seats, Connected Car, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Force,Gurkha,2017,Hatchback,Diesel,11,3.50 - 8.50,11836,21.0 kmpl,"ABS, Airbags, ESC, ADAS, Ventilated Seats, Touchscreen, Leather Seats, Sunroof, Power Windows, HUD, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Diesel
Renault,Kiger,2018,SUV,Petrol,5,10.00 - 30.00,3974,21.0 kmpl,"360 Camera, EBD, ABS, ADAS, AC, Sunroof, Leather Seats, Ventilated Seats, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
BYD,E6,2017,Electric Hatchback,Petrol,8,6.00 - 12.00,2953,19.2 kmpl,"ADAS, Hill Hold, AC, Ventilated Seats, Touchscreen, Android Auto, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol
Toyota,Hilux,2019,SUV,Petrol,5,10.00 - 30.00,5224,20.6 kmpl,"ABS, Airbags, Leather Seats, Power Windows, Sunroof, Cruise Control, Voice Control, Connected Car, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Toyota,Camry,2015,Hatchback,Diesel,17,3.50 - 8.50,8408,27.7 kmpl,"Airbags, ADAS, AC, Sunroof, Power Windows, Ventilated Seats, Leather Seats, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
BYD,E6,2019,Hatchback,Petrol,11,3.50 - 8.50,9637,20.9 kmpl,"360 Camera, Hill Hold, TPMS, Airbags, Power Windows, Cruise Control, Ventilated Seats, Apple CarPlay, Voice Control, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Force,Gurkha,2023,SUV,Electric,16,12.00 - 39.00,2117,323 km range,"EBD, Airbags, Ventilated Seats, Touchscreen, Cruise Control, Power Windows, Sunroof, HUD, Android Auto, Connected Car",12.0,39.0,25.5,EV,EV
Lexus,RX,2019,Compact SUV,Petrol,22,7.00 - 18.00,11888,23.5 kmpl,"TPMS, ESC, Touchscreen, Leather Seats, Cruise Control, AC, Power Windows, Wireless Charging, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Force,Gurkha,2020,Compact SUV,Petrol,24,7.00 - 18.00,13491,22.6 kmpl,"360 Camera, ESC, TPMS, Touchscreen, Leather Seats, AC, Ventilated Seats, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Audi,A4,2017,SUV,Petrol/Diesel,7,10.00 - 30.00,6874,17.5 kmpl,"ADAS, Airbags, Hill Hold, TPMS, Touchscreen, Cruise Control, Leather Seats, Sunroof, AC, Wireless Charging, Android Auto, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol/Diesel
Kia,Sonet,2015,Hatchback,Electric,12,4.20 - 11.05,12077,303 km range,"ABS, TPMS, Touchscreen, Cruise Control, Power Windows, Ventilated Seats, HUD, Connected Car, Wireless Charging",4.2,11.05,7.625,EV,EV
Hyundai,Alcazar,2023,Compact SUV,Petrol,18,7.00 - 18.00,11528,25.0 kmpl,"ADAS, Hill Hold, 360 Camera, Sunroof, Ventilated Seats, AC, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Force,Gurkha,2018,SUV,Petrol,15,10.00 - 30.00,4386,16.4 kmpl,"360 Camera, TPMS, Hill Hold, Airbags, AC, Touchscreen, Power Windows, Sunroof, Cruise Control, Apple CarPlay, Android Auto, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Lexus,ES,2020,Electric SUV,Petrol,2,12.00 - 25.00,2465,20.3 kmpl,"360 Camera, Hill Hold, ADAS, ESC, AC, Leather Seats, Power Windows, Sunroof, Ventilated Seats, HUD, Android Auto, Voice Control",12.0,25.0,18.5,ICE/Hybrid,Petrol
Nissan,Kicks,2015,Hatchback,Petrol,13,3.50 - 8.50,10142,19.8 kmpl,"TPMS, Airbags, ADAS, EBD, AC, Power Windows, Cruise Control, Ventilated Seats, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Volkswagen,Polo,2022,SUV,Diesel,20,10.00 - 30.00,3064,21.2 kmpl,"Hill Hold, Airbags, TPMS, Leather Seats, Ventilated Seats, AC, Cruise Control, Wireless Charging, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Diesel
Mahindra,XUV 700,2019,SUV,Diesel,4,10.00 - 30.00,6402,23.8 kmpl,"ESC, 360 Camera, TPMS, Cruise Control, Sunroof, Ventilated Seats, Leather Seats, Touchscreen, Connected Car, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
MG,Comet EV,2016,SUV,Petrol/Diesel,12,10.00 - 30.00,3161,17.4 kmpl,"ABS, Hill Hold, Airbags, Power Windows, AC, Cruise Control, Touchscreen, HUD, Android Auto, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol/Diesel
Maruti Suzuki,Dzire,2019,Hatchback,Petrol,25,3.50 - 8.50,13782,21.2 kmpl,"Airbags, ADAS, TPMS, Hill Hold, Touchscreen, Cruise Control, Ventilated Seats, Leather Seats, Android Auto, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,A-Class,2023,Hatchback,Diesel,9,3.50 - 8.50,13638,22.5 kmpl,"TPMS, ADAS, Airbags, AC, Leather Seats, Power Windows, Wireless Charging, HUD, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Skoda,Kushaq,2021,Compact SUV,Petrol,9,7.00 - 18.00,10473,21.8 kmpl,"ESC, EBD, Airbags, Hill Hold, Power Windows, Cruise Control, Ventilated Seats, AC, Voice Control, Wireless Charging, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Honda,City,2019,Sedan,Petrol,24,6.00 - 15.00,12966,18.8 kmpl,"ADAS, EBD, Sunroof, Cruise Control, AC, Power Windows, HUD, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
Renault,Kwid,2020,Compact SUV,Petrol,15,7.00 - 18.00,9355,16.2 kmpl,"ABS, TPMS, Power Windows, Cruise Control, Ventilated Seats, HUD, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mercedes,GLA,2015,Electric Hatchback,Petrol/CNG,19,6.00 - 12.00,1257,24.8 kmpl,"ESC, ADAS, Hill Hold, Sunroof, Touchscreen, Ventilated Seats, Cruise Control, Leather Seats, Voice Control, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Petrol/CNG
Citroen,C5 Aircross,2015,Electric Hatchback,Petrol,19,6.00 - 12.00,3860,19.6 kmpl,"Airbags, EBD, Sunroof, Cruise Control, Ventilated Seats, Wireless Charging, Apple CarPlay",6.0,12.0,9.0,ICE/Hybrid,Petrol
BYD,Atto 3,2018,Compact SUV,Diesel,11,7.00 - 18.00,11820,18.3 kmpl,"Airbags, ESC, EBD, ADAS, Sunroof, Cruise Control, Leather Seats, Power Windows, HUD, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Diesel
Honda,WR-V,2017,Hatchback,Petrol,21,3.50 - 8.50,13631,20.6 kmpl,"TPMS, Hill Hold, ABS, AC, Ventilated Seats, Sunroof, Power Windows, Wireless Charging, Voice Control, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Skoda,Slavia,2021,Compact SUV,Petrol,20,7.00 - 18.00,11974,15.9 kmpl,"ADAS, Airbags, EBD, ABS, Touchscreen, Leather Seats, Sunroof, Cruise Control, Ventilated Seats, Apple CarPlay, Voice Control, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Toyota,Hilux,2021,Hatchback,Electric,14,4.20 - 11.05,14417,211 km range,"360 Camera, ABS, Hill Hold, Power Windows, Leather Seats, Cruise Control, Ventilated Seats, Touchscreen, Android Auto, Voice Control",4.2,11.05,7.625,EV,EV
BMW,3 Series,2019,Hatchback,Petrol/CNG,10,3.50 - 8.50,14259,26.9 kmpl,"Hill Hold, Airbags, EBD, 360 Camera, AC, Touchscreen, Ventilated Seats, Power Windows, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Skoda,Kushaq,2018,SUV,Diesel,19,10.00 - 30.00,3216,20.8 kmpl,"ESC, ABS, Touchscreen, Cruise Control, AC, Leather Seats, Wireless Charging, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Diesel
Renault,Triber,2023,Sedan,Petrol,8,6.00 - 15.00,10885,18.0 kmpl,"Hill Hold, Airbags, TPMS, ABS, Touchscreen, Sunroof, Cruise Control, Power Windows, Apple CarPlay, HUD, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
MG,Astor,2019,Compact SUV,Petrol/Diesel,20,7.00 - 18.00,6512,15.5 kmpl,"EBD, Hill Hold, Power Windows, Leather Seats, Cruise Control, AC, Ventilated Seats, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol/Diesel
BYD,Atto 3,2017,Sedan,Petrol,15,6.00 - 15.00,10717,19.7 kmpl,"Hill Hold, EBD, Power Windows, Leather Seats, Touchscreen, Ventilated Seats, Sunroof, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mahindra,XUV 700,2019,Compact SUV,Petrol,13,7.00 - 18.00,10030,17.9 kmpl,"Hill Hold, ESC, Touchscreen, Power Windows, Sunroof, Cruise Control, Leather Seats, HUD, Android Auto, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Maruti Suzuki,Fronx,2021,Hatchback,Electric,16,4.20 - 11.05,18231,412 km range,"360 Camera, Airbags, Power Windows, AC, Cruise Control, Ventilated Seats, Sunroof, Voice Control",4.2,11.05,7.625,EV,EV
Honda,WR-V,2015,Hatchback,Diesel,10,3.50 - 8.50,12611,26.5 kmpl,"ADAS, EBD, Hill Hold, Power Windows, Cruise Control, Ventilated Seats, Touchscreen, Sunroof, Wireless Charging, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Diesel
Renault,Kiger,2022,Compact SUV,Diesel,4,7.00 - 18.00,13592,21.6 kmpl,"EBD, Hill Hold, ABS, AC, Sunroof, Ventilated Seats, Power Windows, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Diesel
Kia,Sonet,2022,MPV,Petrol/CNG,9,8.00 - 20.00,4591,29.5 kmpl,"Airbags, TPMS, Ventilated Seats, Sunroof, Leather Seats, Cruise Control, HUD, Voice Control, Wireless Charging",8.0,20.0,14.0,ICE/Hybrid,Petrol/CNG
Honda,Elevate,2023,Sedan,Petrol,17,6.00 - 15.00,9524,16.7 kmpl,"TPMS, ESC, AC, Power Windows, Ventilated Seats, Android Auto, Voice Control, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
MG,Astor,2019,Luxury,Petrol,1,30.00 - 100.00,296,21.0 kmpl,"Hill Hold, EBD, TPMS, Touchscreen, Power Windows, Ventilated Seats, Wireless Charging, Apple CarPlay",30.0,100.0,65.0,ICE/Hybrid,Petrol
Maruti Suzuki,Fronx,2022,Compact SUV,Petrol,3,7.00 - 18.00,6469,20.9 kmpl,"ESC, ADAS, 360 Camera, ABS, AC, Sunroof, Cruise Control, Ventilated Seats, Touchscreen, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Citroen,C3,2016,Compact SUV,Diesel,21,7.00 - 18.00,12753,18.8 kmpl,"ESC, ABS, TPMS, ADAS, Cruise Control, Touchscreen, Power Windows, Leather Seats, Android Auto, Wireless Charging, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Force,Gurkha,2016,Compact SUV,Diesel,10,7.00 - 18.00,13336,27.4 kmpl,"ABS, Hill Hold, ESC, Leather Seats, Power Windows, Touchscreen, Ventilated Seats, Sunroof, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
BMW,2 Series,2022,Sedan,Petrol/Diesel,4,6.00 - 15.00,13141,19.9 kmpl,"EBD, Hill Hold, Power Windows, Sunroof, Leather Seats, Android Auto, Connected Car, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol/Diesel
Mercedes,A-Class,2019,MPV,Petrol,9,8.00 - 20.00,4958,19.8 kmpl,"ABS, Hill Hold, Touchscreen, Ventilated Seats, Sunroof, Cruise Control, AC, HUD, Voice Control",8.0,20.0,14.0,ICE/Hybrid,Petrol
Maruti Suzuki,Wagon R,2019,Electric Hatchback,Petrol,4,6.00 - 12.00,1369,18.3 kmpl,"ESC, Airbags, EBD, AC, Cruise Control, Sunroof, Touchscreen, Power Windows, Android Auto, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol
Hyundai,Aura,2015,SUV,Petrol,8,10.00 - 30.00,6960,17.4 kmpl,"ADAS, TPMS, EBD, AC, Touchscreen, Power Windows, Wireless Charging, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
MG,Gloster,2019,Compact SUV,Petrol/CNG,1,7.00 - 18.00,14714,20.8 kmpl,"360 Camera, ADAS, AC, Cruise Control, Touchscreen, Leather Seats, Android Auto, Voice Control, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Toyota,Fortuner,2020,Electric SUV,Petrol,5,12.00 - 25.00,2767,23.6 kmpl,"Hill Hold, ESC, ADAS, Power Windows, Leather Seats, Sunroof, Cruise Control, Apple CarPlay, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol
Kia,Carens,2021,SUV,Petrol/Diesel,12,10.00 - 30.00,5013,21.7 kmpl,"TPMS, ADAS, ESC, Sunroof, Cruise Control, AC, Power Windows, Android Auto, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol/Diesel
Skoda,Slavia,2022,Electric SUV,Electric,18,14.40 - 32.50,1140,235 km range,"ABS, EBD, Touchscreen, AC, Leather Seats, Apple CarPlay, Voice Control, Android Auto",14.4,32.5,23.45,EV,EV
Toyota,Hilux,2018,Hatchback,Petrol,6,3.50 - 8.50,18810,21.4 kmpl,"ESC, ADAS, TPMS, ABS, AC, Touchscreen, Power Windows, Sunroof, Ventilated Seats, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Lexus,NX,2018,Sedan,Diesel,17,6.00 - 15.00,11305,21.0 kmpl,"EBD, ESC, Airbags, Power Windows, Cruise Control, Leather Seats, Wireless Charging, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Diesel
Citroen,C5 Aircross,2015,SUV,Petrol,22,10.00 - 30.00,4500,16.3 kmpl,"ABS, EBD, Airbags, Leather Seats, Cruise Control, Touchscreen, Sunroof, Connected Car, Apple CarPlay, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Renault,Kwid,2019,Compact SUV,Petrol,18,7.00 - 18.00,13472,24.9 kmpl,"ADAS, Hill Hold, ESC, TPMS, Cruise Control, Power Windows, Leather Seats, Touchscreen, AC, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Mahindra,XUV 300,2018,Hatchback,Petrol,24,3.50 - 8.50,19613,15.3 kmpl,"Hill Hold, EBD, Ventilated Seats, Power Windows, Sunroof, Leather Seats, Touchscreen, Apple CarPlay, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Maruti Suzuki,Ertiga,2018,Hatchback,Petrol,5,3.50 - 8.50,19103,21.3 kmpl,"TPMS, 360 Camera, Leather Seats, Touchscreen, AC, Wireless Charging, Apple CarPlay, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Maruti Suzuki,Ertiga,2016,Compact SUV,Petrol,12,7.00 - 18.00,12928,22.6 kmpl,"TPMS, Airbags, ESC, Sunroof, Ventilated Seats, Cruise Control, Leather Seats, Power Windows, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2020,Compact SUV,Petrol/Diesel,25,7.00 - 18.00,9326,21.4 kmpl,"360 Camera, ESC, AC, Ventilated Seats, Power Windows, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol/Diesel
Force,Gurkha,2021,Sedan,Diesel,12,6.00 - 15.00,11030,27.9 kmpl,"ADAS, ESC, Power Windows, Cruise Control, Leather Seats, Touchscreen, Apple CarPlay, Wireless Charging, HUD",6.0,15.0,10.5,ICE/Hybrid,Diesel
Honda,WR-V,2019,Electric Hatchback,Petrol,18,6.00 - 12.00,2750,16.1 kmpl,"ABS, ESC, Cruise Control, Touchscreen, Ventilated Seats, Voice Control, HUD",6.0,12.0,9.0,ICE/Hybrid,Petrol
Hyundai,i20,2020,MPV,Petrol/CNG,19,8.00 - 20.00,3479,26.9 kmpl,"EBD, Hill Hold, ESC, 360 Camera, AC, Touchscreen, Sunroof, Leather Seats, Wireless Charging, Apple CarPlay, Android Auto",8.0,20.0,14.0,ICE/Hybrid,Petrol/CNG
Tata,Tigor,2015,Sedan,Petrol,21,6.00 - 15.00,6615,20.6 kmpl,"TPMS, Airbags, EBD, 360 Camera, Touchscreen, Cruise Control, Leather Seats, Wireless Charging",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mahindra,Scorpio,2021,Compact SUV,Petrol,25,7.00 - 18.00,6150,21.2 kmpl,"ADAS, ABS, AC, Power Windows, Sunroof, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Polo,2020,Luxury,Diesel,25,30.00 - 100.00,518,27.1 kmpl,"ESC, Hill Hold, Airbags, AC, Power Windows, Sunroof, Android Auto, Wireless Charging, HUD",30.0,100.0,65.0,ICE/Hybrid,Diesel
